Time:512Hz,Epoch,Oscillator 1,Oscillator 2,Oscillator 3,Oscillator 4,Event Id,Event Date,Event Duration
19.0000000000,0,-0.0833038762,0.5561842322,-0.2481290400,1.0184352398,,,
19.0019531250,0,-0.1791715175,0.8493384123,-0.4508512914,1.4002671242,,,
19.0039062500,0,-0.2696925998,1.1002677679,-0.5296458006,1.5139262676,,,
19.0058593750,0,-0.3527325094,1.2956057787,-0.4597252011,1.3534750938,,,
19.0078125000,0,-0.4262898564,1.4257950783,-0.2399490178,0.9862208366,,,
19.0097656250,0,-0.4885316789,1.4857469797,0.1069538668,0.5341278315,,,
19.0117187500,0,-0.5378258228,1.4751893282,0.5378840566,0.1402686983,,,
19.0136718750,0,-0.5727697015,1.3986793756,0.9960459471,-0.0704888925,,,
19.0156250000,0,-0.5922151208,1.2652788162,1.4197585583,-0.0257850587,,,
19.0175781250,0,-0.5952887535,1.0879164934,1.7520309687,0.2743420899,,,
19.0195312500,0,-0.5814073682,0.8824804425,1.9494100809,0.7574306726,,,
19.0214843750,0,-0.5502885580,0.6667045355,1.9887247086,1.2984408140,,,
19.0234375000,0,-0.5019556284,0.4589262009,1.8706728220,1.7540329695,,,
19.0253906250,0,-0.4367378354,0.2768026292,1.6196963787,2.0018842220,,,
19.0273437500,0,-0.3552643359,0.1360746473,1.2801611423,1.9742666483,,,
19.0292968750,0,-0.2584537566,0.0494644418,0.9094374180,1.6766829491,,,
19.0312500000,0,-0.1474981755,0.0257841311,0.5689592361,1.1864544153,,,
19.0332031250,0,-0.0238425117,0.0693172887,0.3146548569,0.6316437125,,,
19.0351562500,0,0.1108405963,0.1795165837,0.1882387400,0.1560896039,,,
19.0371093750,0,0.2546798587,0.3510386646,0.2107214928,-0.1198641807,,,
19.0390625000,0,0.4056378901,0.5741137266,0.3791484237,-0.1321859658,,,
19.0410156250,0,0.5615466833,0.8352241516,0.6670748591,0.1094749197,,,
19.0429687500,0,0.7201454639,1.1180449724,1.0287038088,0.5246249437,,,
19.0449218750,0,0.8791197538,1.4045799971,1.4060419798,0.9841901064,,,
19.0468750000,0,1.0361422300,1.6764154434,1.7379580736,1.3461022377,,,
19.0488281250,0,1.1889128685,1.9160026312,1.9697346687,1.4944537878,,,
19.0507812500,0,1.3351992369,2.1078810692,2.0616228580,1.3714858294,,,
19.0527343750,0,1.4728752375,2.2397553921,1.9950699806,0.9936431646,,,
19.0546875000,0,1.5999583006,2.3033533096,1.7756476402,0.4472911060,,,
19.0566406250,0,1.7146438360,2.2950022221,1.4322254658,-0.1347323060,,,
19.0585937500,0,1.8153369427,2.2158863544,1.0125186443,-0.6093052030,,,
19.0605468750,0,1.9006797075,2.0719642639,0.5757019520,-0.8620356321,,,
