Time:512Hz,Epoch,Oscillator 1,Oscillator 2,Oscillator 3,Oscillator 4,Event Id,Event Date,Event Duration
15.0000000000,0,2.3852574825,0.6001192331,0.7602841258,-0.6633757949,,,
15.0019531250,0,2.3040227890,0.5684693456,0.9529076219,-1.1888930798,,,
15.0039062500,0,2.2108235359,0.6040794253,1.0152620077,-1.6201944351,,,
15.0058593750,0,2.1075146198,0.7017504573,0.9266719818,-1.8378380537,,,
15.0078125000,0,1.9961171150,0.8518539667,0.6904328465,-1.7787845135,,,
15.0097656250,0,1.8787833452,1.0410101414,0.3333393633,-1.4537819624,,,
15.0117187500,0,1.7577594519,1.2530272007,-0.0984495282,-0.9445476532,,,
15.0136718750,0,1.6353453398,1.4700376987,-0.5465645790,-0.3815152347,,,
15.0156250000,0,1.5138547421,1.6737512350,-0.9494855404,0.0917522907,,,
15.0175781250,0,1.3955744505,1.8467370272,-1.2520946264,0.3577339351,,,
15.0195312500,0,1.2827244997,1.9736467600,-1.4142364264,0.3569718897,,,
15.0214843750,0,1.1774190664,2.0422918797,-1.4169508219,0.1041682735,,,
15.0234375000,0,1.0816295147,2.0445017815,-1.2654089928,-0.3160523474,,,
15.0253906250,0,0.9971496463,1.9766993523,-0.9880939126,-0.7725510001,,,
15.0273437500,0,0.9255646467,1.8401601315,-0.6323547363,-1.1238356829,,,
15.0292968750,0,0.8682230115,1.6409289837,-0.2570263445,-1.2570630312,,,
15.0312500000,0,0.8262129426,1.3894073963,0.0767363682,-1.1191890240,,,
15.0332031250,0,0.8003435135,1.0996348858,0.3149811029,-0.7317292094,,,
15.0351562500,0,0.7911301851,0.7883179188,0.4193550348,-0.1850802749,,,
15.0371093750,0,0.7987862229,0.4736723602,0.3730681837,0.3860412836,,,
15.0390625000,0,0.8232184649,0.1741604656,0.1834942997,0.8393158913,,,
15.0410156250,0,0.8640294671,-0.0927890614,-0.1189958304,1.0636304617,,,
15.0429687500,0,0.9205240607,-0.3119891584,-0.4857863784,1.0093472004,,,
15.0449218750,0,0.9917219281,-0.4715464115,-0.8576141000,0.7017365098,,,
15.0468750000,0,1.0763745308,-0.5636832714,-1.1738275290,0.2338959426,,,
15.0488281250,0,1.1729871035,-0.5852735639,-1.3818657398,-0.2589050233,,,
15.0507812500,0,1.2798451185,-0.5380538702,-1.4454803467,-0.6364194155,,,
15.0527343750,0,1.3950437307,-0.4284957051,-1.3504190445,-0.7919628024,,,
15.0546875000,0,1.5165220499,-0.2673479319,-1.1066861153,-0.6817348003,,,
15.0566406250,0,1.6420985460,-0.0688810274,-0.7470276952,-0.3368847370,,,
15.0585937500,0,1.7695097923,0.1501139253,-0.3218763471,0.1449853927,,,
15.0605468750,0,1.8964499235,0.3715019524,0.1084567234,0.6265525818,,,
15.0625000000,0,2.0206112862,0.5770742893,0.4831261933,0.9684131742,,,
15.0644531250,0,2.1397244930,0.7498233318,0.7501794696,1.0673155785,,,
15.0664062500,0,2.2515988350,0.8751335740,0.8745966554,0.8845065236,,,
15.0683593750,0,2.3541607857,0.9418056011,0.8436927795,0.4564225972,,,
15.0703125000,0,2.4454896450,0.9428413510,0.6690403819,-0.1152055934,,,
15.0722656250,0,2.5238518715,0.8759362698,0.3846134841,-0.6911231875,,,
15.0742187500,0,2.5877313614,0.7436439395,0.0414425433,-1.1325863600,,,
15.0761718750,0,2.6358566284,0.5532013178,-0.3003869355,-1.3392395973,,,
15.0781250000,0,2.6672220230,0.3160272837,-0.5811458230,-1.2764546871,,,
15.0800781250,0,2.6811068058,0.0469294190,-0.7508161664,-0.9846413136,,,
15.0820312500,0,2.6770868301,-0.2369262874,-0.7769324780,-0.5679774880,,,
15.0839843750,0,2.6550431252,-0.5172102451,-0.6496878862,-0.1656521708,,,
15.0859375000,0,2.6151630878,-0.7757054567,-0.3835088313,0.0864981785,,,
15.0878906250,0,2.5579378605,-0.9955766797,-0.0148542207,0.0934420452,,,
15.0898437500,0,2.4841539860,-1.1625429392,0.4034200609,-0.1727722585,,,
15.0917968750,0,2.3948795795,-1.2658727169,0.8102523685,-0.6651223898,,,
15.0937500000,0,2.2914457321,-1.2991321087,1.1458477974,-1.2742643356,,,
15.0957031250,0,2.1754238605,-1.2606329918,1.3609553576,-1.8582653999,,,
15.0976562500,0,2.0485978127,-1.1535512209,1.4245072603,-2.2812719345,,,
15.0996093750,0,1.9129325151,-0.9857058525,1.3284279108,-2.4505157471,,,
15.1015625000,0,1.7705408335,-0.7690149546,1.0888661146,-2.3415181637,,,
15.1035156250,0,1.6236459017,-0.5186656117,0.7436571717,-2.0045878887,,,
15.1054687500,0,1.4745426178,-0.2520567179,0.3464111984,-1.5508325100,,,
15.1074218750,0,1.3255573511,0.0124123972,-0.0418518782,-1.1215193272,,,
15.1093750000,0,1.1790081263,0.2566224635,-0.3622177243,-0.8491849899,,,
15.1113281250,0,1.0371636152,0.4639952779,-0.5670610070,-0.8211542964,,,
15.1132812500,0,0.9022035003,0.6206466556,-0.6274663210,-1.0554674864,,,
15.1152343750,0,0.7761811614,0.7163514495,-0.5377314091,-1.4958152771,,,
15.1171875000,0,0.6609873176,0.7452527285,-0.3162502348,-2.0268714428,,,
15.1191406250,0,0.5583174229,0.7062664628,-0.0026394045,-2.5058205128,,,
15.1210937500,0,0.4696420431,0.6031528711,0.3484452069,-2.8014414310,,,
15.1230468750,0,0.3961814642,0.4442495704,0.6758379936,-2.8300361633,,,
15.1250000000,0,0.3388844132,0.2418857515,0.9214110970,-2.5783565044,,,
15.1269531250,0,0.2984116971,0.0115170730,1.0391521454,-2.1072449684,,,
15.1289062500,0,0.2751248181,-0.2293571830,1.0023591518,-1.5349929333,,,
15.1308593750,0,0.2690799534,-0.4624198973,0.8078302741,-1.0049763918,,,
