Time:512Hz,Epoch,Oscillator 1,Oscillator 2,Oscillator 3,Oscillator 4,Event Id,Event Date,Event Duration
13.0000000000,0,-0.9265614748,-0.1514583826,0.4004553854,0.5291618705,,,
13.0019531250,0,-0.8976914883,-0.4291778803,0.1699714065,0.8051807284,,,
13.0039062500,0,-0.8528828025,-0.6607612371,-0.1329951137,0.8042215109,,,
13.0058593750,0,-0.7930756807,-0.8338065147,-0.4502104223,0.5412355065,,,
13.0078125000,0,-0.7194813490,-0.9399300218,-0.7207185030,0.1012058407,,,
13.0097656250,0,-0.6335604787,-0.9753445983,-0.8903791904,-0.3842528462,,,
13.0117187500,0,-0.5369976163,-0.9411172867,-0.9203470349,-0.7730547786,,,
13.0136718750,0,-0.4316716492,-0.8430882096,-0.7931703329,-0.9516525269,,,
13.0156250000,0,-0.3196227551,-0.6914578080,-0.5155606270,-0.8662031889,,,
13.0175781250,0,-0.2030166090,-0.5000693202,-0.1173996478,-0.5373497009,,,
13.0195312500,0,-0.0841064081,-0.2854380012,0.3528600931,-0.0545655973,,,
13.0214843750,0,0.0348067209,-0.0655942336,0.8356864452,0.4483868182,,,
13.0234375000,0,0.1514141113,0.1411789507,1.2696831226,0.8301584125,,,
13.0253906250,0,0.2634401023,0.3176256120,1.6010949612,0.9806158543,,,
13.0273437500,0,0.3686819375,0.4487245381,1.7921223640,0.8511100411,,,
13.0292968750,0,0.4650485218,0.5227410793,1.8267500401,0.4679132998,,,
13.0312500000,0,0.5505971909,0.5320491791,1.7131839991,-0.0748579651,,,
13.0332031250,0,0.6235677004,0.4736668468,1.4825147390,-0.6408966184,,,
13.0351562500,0,0.6824133992,0.3494671881,1.1838177443,-1.0889050961,,,
13.0371093750,0,0.7258281708,0.1660508215,0.8764536381,-1.3111481667,,,
13.0390625000,0,0.7527697682,-0.0657119155,0.6207672358,-1.2627944946,,,
13.0410156250,0,0.7624779940,-0.3314367235,0.4686348438,-0.9740055799,,,
13.0429687500,0,0.7544881701,-0.6142266393,0.4553328753,-0.5414624214,,,
13.0449218750,0,0.7286394835,-0.8958485126,0.5939933658,-0.1016535014,,,
13.0468750000,0,0.6850780249,-1.1580036879,0.8735113144,0.2067534328,,,
13.0488281250,0,0.6242542267,-1.3836029768,1.2602295876,0.2811400294,,,
13.0507812500,0,0.5469152927,-1.5579577684,1.7031390667,0.0832876265,,,
13.0527343750,0,0.4540922344,-1.6698044538,2.1417841911,-0.3499234319,,,
13.0546875000,0,0.3470818996,-1.7120901346,2.5156440735,-0.9163994789,,,
13.0566406250,0,0.2274246365,-1.6824645996,2.7735249996,-1.4765974283,,,
13.0585937500,0,0.0968773589,-1.5834460258,2.8815071583,-1.8915593624,,,
13.0605468750,0,-0.0426170006,-1.4222457409,2.8282001019,-2.0607957840,,,
13.0625000000,0,-0.1889633238,-1.2102676630,2.6264970303,-1.9496371746,,,
13.0644531250,0,-0.3399507403,-0.9623149633,2.3115482330,-1.5985587835,,,
13.0664062500,0,-0.4932912886,-0.6955597997,1.9352720976,-1.1119251251,,,
13.0683593750,0,-0.6466596127,-0.4283489585,1.5582599640,-0.6292406917,,,
13.0703125000,0,-0.7977335453,-0.1789271235,1.2403324842,-0.2867871225,,,
13.0722656250,0,-0.9442346692,0.0358318761,1.0312204361,-0.1801630557,,,
13.0742187500,0,-1.0839678049,0.2015981674,0.9628226161,-0.3379934132,,,
13.0761718750,0,-1.2148593664,0.3075812459,1.0442433357,-0.7140153050,,,
13.0781250000,0,-1.3349934816,0.3472781479,1.2603857517,-1.1997101307,,,
13.0800781250,0,-1.4426453114,0.3189225197,1.5743180513,-1.6540200710,,,
13.0820312500,0,-1.5363107920,0.2256029844,1.9330446720,-1.9420051575,,,
13.0839843750,0,-1.6147332191,0.0750427917,2.2757830620,-1.9718463421,,,
13.0859375000,0,-1.6769247055,-0.1209440157,2.5434579849,-1.7200527191,,,
13.0878906250,0,-1.7221832275,-0.3472818732,2.6879320145,-1.2379643917,,,
13.0898437500,0,-1.7501049042,-0.5866906643,2.6795368195,-0.6377682090,,,
13.0917968750,0,-1.7605907917,-0.8208966255,2.5117311478,-0.0618577003,,,
13.0937500000,0,-1.7538480759,-1.0319126844,2.2021591663,0.3560647368,,,
13.0957031250,0,-1.7303867340,-1.2032991648,1.7899450064,0.5274853706,,,
